"","iliad.txt","odyssey.txt"
"hoggets,",0,1
"hogs",0,1
"hole",0,7
"holes",0,4
"holes,",0,1
"home--more",0,1
"home.",0,23
"home.""",0,9
"home.'",0,3
"home?",0,1
"home?""",0,1
"home?'",0,1
"homed",0,1
"homer--any",0,1
"homes",0,1
"homes,",0,1
"homestead",0,3
"homestead,",0,1
"homeward",0,9
"homewards.",0,2
"honest.""",0,1
"honestly,",0,1
"honesty",0,2
"honesty,",0,2
"honeyed",0,2
"honour.",0,2
"honour;",0,1
"hook",0,3
"hooks,",0,1
"hooting",0,1
"hopelessly",0,1
"hopes.",0,1
"hoping",0,2
"hoping.",0,1
"horizon,",0,2
"horizon.",0,2
"horizon;",0,1
"horns;",0,1
"horrified",0,1
"horse--grasping",0,1
"horseback;",0,1
"horseman?""",0,1
"horses--for",0,1
"horses.",0,3
"horses.""",0,1
"horses;",0,1
"horses?",0,1
"hospitably",0,7
"hospitably,",0,1
"hospitably.",0,2
"hospitality.",0,1
"hospitality.""",0,1
"hospitality;",0,1
"host's",0,1
"hostile,",0,1
"hotch-pot",0,1
"hotly",0,1
"hound,""",0,1
"house,""",0,1
"house--egging",0,1
"house--neither",0,1
"house-keeper",0,1
"house-top",0,1
"house.",0,47
"house.""",0,7
"house.'",0,1
"house.']",0,1
"house:",0,1
"house;",0,10
"house?",0,8
"house?""",0,1
"house?'",0,1
"house]",0,1
"household",0,2
"housekeeper",0,3
"housekeeper:",0,1
"housemaids,",0,1
"houses,",0,3
"hovered",0,3
"howbeit",0,1
"http://www.gutenberg.org/1/7/2/1727/",0,1
"huddle",0,1
"hue-and-cry",0,1
"hug",0,2
"hugely,",0,1
"hulking",0,1
"humane",0,1
"humane.",0,1
"humane?",0,2
"humbly",0,2
"humming",0,1
"humour.",0,1
"humour.""",0,1
"hunched",0,1
"hunched,",0,1
"hunger.",0,1
"hungry;",0,1
"hunt",0,1
"hunting",0,5
"hunting,",0,1
"hurdles",0,1
"hurled",0,4
"hurricane",0,5
"hurricane,",0,1
"hurry",0,3
"hurry-skurrying",0,1
"hurrying",0,1
"hurt,",0,2
"hurt;",0,1
"hurts,",0,1
"husband--early",0,1
"husband.""",0,2
"husband;",0,3
"husbands",0,1
"husbands.",0,2
"hussies",0,2
"hussies,",0,1
"hut",0,8
"hut,",0,5
"hut.",0,1
"hylax",0,1
"hypereia,",0,1
"hyperesia,",0,1
"hyperion",0,2
"hyperion.",0,2
"hyperion:",0,1
"hyperion;",0,1
"i.-iv.",0,1
"i.186.",0,1
"i.326,327",0,1
"i.425,",0,1
"i.458,",0,1
"iardanus.",0,1
"iasian",0,1
"iasion",0,1
"iasion,",0,1
"iasus",0,1
"icarius",0,2
"icarius,",0,6
"icarius.",0,1
"icarius;",0,1
"icmalius",0,1
"idea,",0,1
"identical",0,2
"identifiable",0,2
"identity",0,1
"idiot,",0,1
"idiot,""",0,1
"idle,",0,1
"idothea,",0,1
"iii",0,1
"ileadic",0,1
"iliadic",0,9
"iliadic,",0,1
"ilithuia,",0,1
"ilius,",0,3
"ill-behaved,",0,1
"ill-judged",0,1
"ill-natured,",0,1
"ill-omened",0,2
"ill-starred",0,2
"ill-treat",0,3
"ill-treated",0,1
"ill-treated?",0,1
"ill-treating",0,2
"illness",0,1
"illness,",0,1
"immediately)",0,1
"immediately,",0,2
"immediately;",0,2
"immoderately,",0,1
"immoderately.",0,1
"immortal.",0,2
"immortal.""",0,1
"immortal;",0,1
"immortals,",0,7
"immortals--the",0,1
"immortals.",0,1
"immortals:",0,1
"imperfect;",0,1
"imperishable",0,1
"imperishable,",0,1
"implies",0,1
"implying",0,2
"importunate",0,2
"importunity",0,1
"importunity;",0,1
"imposing",0,4
"imposition,",0,1
"impossibilities.",0,1
"impossible;",0,2
"impugned,",0,1
"impunity",0,1
"in;",0,1
"inadvertence,",0,1
"inasmuch",0,5
"incessantly;",0,1
"inches",0,1
"inches.'",0,1
"incident",0,1
"incompetent?",0,1
"inconceivable",0,1
"inconvenience",0,1
"incorrigible",0,1
"index",0,1
"indisputable",0,1
"indomitable",0,1
"indoors",0,1
"induced",0,1
"inextinguishable",0,1
"infancy.",0,1
"infer",0,1
"infinity",0,1
"information.",0,1
"infuriated,",0,1
"inhabitants?",0,1
"inherit",0,2
"iniquity;",0,1
"init.)",0,1
"initial",0,4
"injure",0,1
"injury",0,1
"inland",0,1
"inland,",0,1
"inland.",0,3
"inlaying",0,1
"inlet,",0,1
"innermost",0,1
"innocent.""",0,1
"ino",0,3
"ino's",0,1
"inside,",0,9
"inside.",0,5
"inside.""",0,1
"inside;",0,1
"insists",0,2
"insolence.",0,2
"insolent,",0,1
"inspiration.",0,1
"instead,",0,1
"instead.""",0,1
"instinct,",0,1
"instinctively",0,2
"instructions,",0,1
"instructions--i",0,1
"insurrection",0,1
"intelligent.",0,1
"intelligible,",0,1
"intended--but",0,1
"intended.",0,1
"intending",0,4
"intends",0,1
"intention,",0,1
"intention.",0,1
"intents",0,1
"intercalated",0,1
"intercalated,",0,1
"interceded",0,1
"intercourse.",0,1
"interesting,",0,1
"interesting.",0,1
"intermission",0,1
"interpolate.",0,1
"interpolated",0,1
"interpolation",0,1
"interpret",0,1
"interrupts",0,1
"intervened",0,1
"interviews",0,2
"intolerable,",0,2
"intolerable.",0,1
"intolerable;",0,1
"intolerably.",0,1
"intrigue",0,1
"invaluable",0,1
"invariably",0,1
"invent",0,1
"invincible.",0,1
"invitation,",0,1
"invited,",0,1
"inwardly",0,2
"iolcus,",0,1
"ionian",0,1
"iphicles",0,2
"iphimedeia",0,1
"iphitus",0,3
"iphitus,",0,2
"iphthime",0,1
"iron--and",0,1
"iron.",0,2
"iron.""",0,2
"iron.'",0,1
"ironical.",0,1
"irrepressible",0,1
"irrigate",0,1
"irrigation",0,1
"irritable.""",0,1
"irus",0,9
"irus,",0,1
"irus--ulysses",0,1
"irus.""",0,2
"irus;",0,1
"is.",0,6
"is.""",0,1
"is.'",0,1
"is;",0,2
"island--see",0,1
"island.",0,4
"island.'",0,1
"island;",0,2
"islands,",0,5
"islands--dulichium,",0,1
"islands--marettimo,",0,1
"islands;",0,1
"islet",0,1
"ismarus,",0,2
"isola",0,1
"issue,",0,2
"issue;",0,1
"it""--see",0,1
"it,""",0,1
"it--and",0,1
"it--even",0,1
"it--for",0,2
"it--it",0,1
"it--poor",0,1
"it--the",0,1
"it--we",0,1
"it?",0,3
"it?--but",0,1
"it],",0,1
"italy"";",0,1
"ithaca,""",0,3
"ithaca--on",0,1
"ithaca--speeches",0,1
"ithaca--the",0,1
"ithaca.""",0,2
"ithaca.'",0,1
"ithaca;",0,5
"ithaca?",0,3
"itself.""",0,1
"itylus,",0,1
"iv.,",0,1
"ivory,",0,1
"ivory.",0,2
"ivory;",0,1
"ivy-wood",0,1
"ivy-wood,",0,2
"ix.,",0,1
"ix.-xii.",0,1
"ix.-xii.,",0,1
"jailor",0,1
"january",0,1
"january,",0,1
"jar",0,1
"jars,",0,3
"jason.",0,1
"javelins,",0,1
"jealous.",0,1
"jeer",0,1
"jeered",0,1
"jeering",0,2
"jelly",0,1
"jim",0,2
"johnian",0,1
"joining",0,1
"joining;",0,1
"joint)",0,1
"joints;",0,1
"joke,",0,1
"jones.",0,1
"journey's",0,1
"journey--for",0,1
"journey.'",0,1
"jove,'",0,1
"joyfully",0,1
"judgement",0,3
"judgement.",0,1
"judgement;",0,2
"juicy",0,2
"jumped",0,2
"jumpers,",0,1
"jury-man",0,1
"just.",0,1
"jutes.",0,1
"juts",0,1
"jutted",0,2
"jutting",0,3
"keel,",0,1
"keel;",0,1
"keen-sighted,",0,1
"keepsake",0,3
"kept,",0,2
"kept.",0,1
"kick",0,1
"kicking",0,1
"kidneys,",0,1
"kids",0,2
"killed.",0,5
"killed.""",0,1
"kin",0,3
"kind,'",0,1
"kindly,",0,2
"kindly-natured",0,1
"kindness",0,1
"kindness.""",0,1
"kindness;",0,1
"kindnesses",0,1
"kingdom",0,1
"kinsmen",0,2
"kissed",0,13
"kisses.",0,1
"kissing",0,2
"kneaded",0,1
"kneading",0,1
"knees.",0,2
"knock",0,3
"knocked",0,3
"know,""",0,1
"know,'",0,1
"know.'",0,1
"knowledge;",0,1
"knows)",0,1
"labour.",0,1
"labour.""",0,1
"lacedaemon",0,6
"lacedaemon,",0,5
"lacedaemon--he",0,1
"lacedaemon--iphitus",0,1
"lacedaemon?",0,1
"lack",0,1
"lady",0,3
"laerceus",0,1
"laertes",0,15
"laertes,",0,24
"laertes,""",0,1
"laertes--the",0,1
"laertes.",0,3
"laertes:",0,1
"laestrygones,",0,1
"laestrygonian",0,3
"laestrygonians",0,2
"laestrygonians,",0,1
"lain",0,1
"lain,",0,1
"lair",0,5
"lairs.",0,1
"lame.",0,1
"lament--calling",0,1
"lamentably",0,1
"lamentation",0,1
"lamentation,",0,1
"lamentation--we",0,1
"lamenting.",0,1
"lampetie",0,1
"lampetie,",0,1
"lamus--telepylus,",0,1
"land's",0,1
"land-locked",0,1
"land.""",0,4
"land?'",0,1
"landed,",0,2
"landing",0,3
"landing.",0,1
"lang",0,4
"lang's",0,1
"lang.",0,1
"languages",0,1
"laodamas",0,3
"laodamas,""",0,1
"laodamas.",0,1
"lapithae.",0,1
"lapse",0,1
"lard",0,1
"lard,",0,1
"largely,",0,1
"larger,",0,1
"lashed",0,8
"lasted,",0,1
"late-setting",0,1
"lately,",0,1
"laugh.",0,1
"laughed",0,6
"laughed,",0,2
"laughing,",0,1
"laughter,",0,2
"laughter.",0,1
"laurels.",0,1
"lavishly,",0,1
"layers",0,2
"leaf",0,1
"lean-to",0,1
"leaned",0,2
"leans",0,1
"learnt,",0,1
"leather,",0,2
"leather;",0,1
"leave)",0,1
"leave;",0,1
"leave?""",0,1
"leaves.",0,1
"leaves;",0,1
"leda",0,1
"left.",0,7
"leg--penelope",0,1
"legacy",0,1
"leiocritus,",0,1
"leiodes",0,3
"leipsic",0,1
"leisure,",0,1
"lengthways",0,1
"leopard,",0,1
"lesbos,",0,3
"less;",0,1
"leto",0,2
"leto,",0,1
"letting",0,9
"leucas,",0,1
"leucothea,",0,1
"levanzo,",0,2
"levelled",0,2
"levers,",0,1
"levy",0,1
"lexicon",0,1
"liberal",0,2
"liberty,",0,1
"library,",0,1
"libya",0,3
"libya,",0,1
"libya;",0,1
"lid",0,4
"lids;",0,1
"lies.""",0,1
"lighted.",0,1
"lightly.",0,1
"lightly.""",0,1
"like-minded",0,1
"like;",0,1
"liked:",0,1
"likelihood",0,1
"likes;",0,1
"likewise.",0,1
"liking",0,2
"liking.",0,1
"lilybaean",0,1
"limb.""",0,1
"limbo",0,1
"limbs.",0,1
"limp",0,1
"limping",0,1
"lineage.",0,1
"linen,",0,2
"lintel",0,1
"lion-hearted",0,2
"lion.",0,1
"lipari",0,2
"liquor",0,3
"list",0,2
"listen",0,18
"listen,",0,5
"listened",0,2
"listened,",0,1
"listened.",0,1
"listening.",0,1
"literally.",0,1
"litter",0,1
"little;",0,1
"live--nor",0,1
"lived.",0,3
"livelong",0,7
"liver.",0,1
"lives--a",0,1
"lives.",0,4
"lives.'",0,2
"living--of",0,1
"living.",0,3
"living.'",0,1
"loading",0,1
"loading.",0,1
"loaf",0,1
"loath;",0,1
"loathing",0,1
"loathing;",0,1
"loaves",0,1
"localise",0,1
"localities",0,1
"locate",0,1
"lodged.",0,1
"lodging",0,1
"logs",0,1
"loin",0,1
"loin,",0,1
"loins,",0,1
"loitering",0,1
"long,'",0,1
"long-suffering",0,1
"longed",0,1
"longer,",0,4
"longer,'",0,1
"longer.",0,3
"longer.""",0,1
"longer;",0,7
"longest,",0,1
"longest--give",0,1
"longest.",0,1
"longest;",0,1
"look-out",0,1
"lookers-on,",0,1
"looking,",0,2
"looking.",0,1
"looks,",0,2
"loom,",0,5
"loosed",0,10
"lording",0,1
"lose,",0,1
"lost.]",0,1
"lot;",0,1
"loth,",0,1
"loth;",0,1
"lotophagi,",0,1
"lotus",0,3
"lotus,",0,1
"lotus-eaters",0,1
"lotus-eaters,",0,2
"lotus-eaters.",0,1
"lotus.""",0,1
"louts,""",0,1
"loveliness",0,1
"lover,",0,1
"lovingly",0,1
"low-lying",0,1
"lower,",0,1
"lowing.",0,1
"loyally",0,1
"luck",0,9
"luck,",0,2
"luck;",0,1
"luckily",0,1
"lucky",0,1
"lump",0,1
"luring",0,1
"luscious",0,3
"lustily",0,1
"lusty",0,1
"luxuriantly",0,1
"luxury.",0,1
"lying.",0,2
"mad.",0,1
"mad?",0,1
"madam,",0,7
"madam,""",0,1
"maddened",0,1
"madman,",0,1
"madonna",0,1
"maera",0,1
"magazine""",0,1
"magician",0,3
"magistrate",0,1
"magistrate,",0,1
"magnates",0,1
"maia",0,1
"maid-servant",0,1
"maida",0,1
"maids.",0,2
"maids:",0,1
"maids;",0,1
"maidservant,",0,1
"maidservants",0,2
"mainland",0,4
"mainland,",0,5
"mainland--the",0,1
"mainland.",0,2
"malconsiglio--""the",0,1
"male",0,6
"malea,",0,2
"malean",0,1
"males,",0,1
"malice,",0,1
"malicious.",0,1
"malizia",0,1
"malmesbury's",0,1
"maltreated,",0,1
"man's,",0,1
"man's.",0,1
"man,""",0,3
"man,'",0,2
"man-servant",0,1
"man.'",0,1
"mane;",0,1
"mangers,",0,1
"manhood,",0,1
"manhood.""",0,1
"manifested",0,1
"manned",0,1
"manservant",0,1
"mantius,",0,1
"mantius.",0,1
"mantle,",0,1
"mantle.",0,1
"mantle.""",0,1
"manure",0,2
"many.",0,1
"marathon",0,2
"marauders;",0,1
"marettimo",0,3
"marginal",0,2
"marine",0,1
"mariners",0,2
"mariners)",0,1
"market",0,1
"maron,",0,1
"marriage.",0,2
"marriage.""",0,1
"marriage;",0,1
"married.",0,1
"marries",0,3
"marrow,",0,1
"marry",0,28
"marry,",0,3
"marrying",0,2
"marvel:",0,1
"marvellously",0,1
"massacre",0,1
"mast;",0,1
"masters;",0,1
"mastor,",0,1
"masts",0,2
"matrimony.",0,1
"matter.""",0,1
"matter;",0,4
"matters",0,4
"matters.",0,1
"may--that",0,1
"may.""",0,1
"me,""",0,10
"me,'",0,2
"me--a",0,1
"me--for",0,1
"me--i",0,2
"me--making",0,1
"me--otherwise",0,1
"me--she",0,1
"me.""",0,16
"me.'",0,9
"meadow",0,4
"meadow,",0,1
"meadow-sweet",0,1
"meadowed",0,1
"meadowed.""",0,1
"meal",0,12
"meal--about",0,1
"meal.",0,3
"meal;",0,1
"meals",0,1
"meals,",0,1
"mean.",0,1
"meanly",0,1
"means).",0,1
"means,",0,1
"meat",0,26
"meat-basket",0,1
"meat.",0,3
"meat;",0,1
"meat?",0,1
"meats",0,13
"meats,",0,3
"mediterranean",0,2
"meet--ulysses",0,1
"megapenthes",0,7
"megapenthes'",0,1
"megapenthes,",0,1
"megapenthes.",0,1
"megara",0,1
"melampus,",0,3
"melaneus,",0,1
"melanthius'",0,1
"melanthius,",0,3
"melanthius--he",0,1
"melanthius.""",0,1
"melantho",0,3
"melodrama:",0,1
"melted,",0,1
"melted.",0,1
"memnon;",0,1
"memories",0,3
"memory.""",0,1
"men's",0,6
"men,""",0,2
"men--all",0,1
"men--well,",0,1
"men-servants",0,1
"men.'",0,2
"men?",0,1
"men?'",0,1
"menacingly",0,1
"mend",0,2
"menelaus's",0,2
"menelaus,""",0,1
"menelaus--for",0,1
"mention.""",0,1
"mentioned,",0,2
"mentioned;",0,1
"mentions",0,1
"mentor,""",0,1
"mentor.",0,4
"merchandise",0,1
"merchandise,",0,1
"merchant",0,1
"merchantability",0,1
"mercury,",0,7
"mercury--honoured,",0,1
"merge",0,1
"merges",0,1
"merman",0,2
"mermerus.",0,1
"merriment;",0,1
"merry",0,4
"merry,",0,1
"mesaulius",0,2
"mess",0,3
"message,",0,1
"message.",0,1
"message.""",0,1
"messene",0,1
"messenger,",0,2
"messengers",0,1
"messenians",0,1
"messina",0,1
"messina,",0,2
"messmates.'",0,1
"messrs.",0,4
"methought",0,1
"mettle",0,1
"mettle,",0,2
"mid-day",0,1
"mid-ocean",0,1
"mid-ocean.",0,1
"middle,",0,1
"middle;",0,1
"milk;",0,1
"milked",0,4
"milked,",0,3
"milked]",0,1
"mill",0,1
"mill,",0,1
"miller-woman",0,1
"miller-women",0,1
"mimas.",0,1
"mimicked",0,1
"minded,",0,4
"minded.",0,4
"minerva--and",0,1
"minerva--me,",0,1
"minerva;",0,2
"mines,",0,1
"minstrel",0,2
"minstrels.",0,1
"minstrelsy",0,1
"minyan",0,1
"miraculous",0,1
"mis-shapen",0,1
"misadventure",0,2
"misadventure.",0,1
"misadventure.""",0,1
"misbehaved,",0,1
"mischief,",0,4
"mischief.",0,2
"mischief.""",0,5
"misconduct",0,1
"misconducted",0,3
"misconducting",0,1
"miscreants",0,1
"miserably.",0,1
"misery,",0,1
"misery.""",0,1
"misfortune",0,1
"misfortune.""",0,1
"misfortune;",0,1
"misfortunes.",0,1
"misfortunes.""",0,1
"misfortunes;",0,1
"misgave",0,1
"mishap",0,1
"misprints",0,1
"missed",0,3
"missing",0,1
"missing.",0,3
"missing;",0,1
"missionary",0,1
"mistaken,",0,1
"mistress,",0,4
"mistress.",0,2
"mistrust",0,1
"mixed.",0,1
"mixing-bowl",0,1
"mixing-bowl.",0,1
"mixing-bowls",0,3
"mixing-bowls,",0,2
"mixing-jugs",0,1
"moan",0,1
"mob",0,1
"mock",0,1
"mocking",0,4
"moderate",0,1
"moderation",0,2
"modest,",0,1
"moly,",0,1
"moment.",0,2
"moment;",0,1
"moment?",0,1
"money--an",0,1
"monster's",0,2
"month",0,6
"months,",0,2
"months.",0,3
"months.""",0,1
"months;",0,1
"moodily",0,2
"moody",0,1
"moon.",0,3
"moon;",0,1
"moons,",0,1
"moored",0,2
"moored,",0,1
"moored.",0,1
"mooring",0,1
"moorings;",0,1
"more?'",0,1
"moreover",0,11
"morning's",0,1
"morning--lay",0,1
"morning.",0,6
"morning.""",0,1
"morning?",0,1
"mother,""",0,2
"mother--thrice",0,1
"mother--to",0,1
"mother.",0,2
"mother?",0,1
"mother?""",0,1
"mothers,",0,1
"motion.",0,1
"motioned",0,1
"motya",0,1
"mountain.",0,3
"mountain.""",0,3
"mountain;",0,1
"mountains;",0,1
"mourned",0,7
"mouth;",0,2
"movingly",0,1
"mowing",0,1
"ms.",0,1
"ms.;",0,1
"mt.",0,12
"much.""",0,1
"much;",0,2
"mud,",0,1
"multitude.",0,1
"munch",0,1
"munching",0,1
"murdered;",0,1
"murderer?",0,1
"murderess,",0,1
"murdering",0,2
"muse",0,4
"museum",0,2
"musically,",0,1
"mutilated,",0,1
"muttered",0,1
"muzzled",0,1
"mycene,",0,3
"myself.""",0,6
"myself:",0,1
"mysterious;",0,1
"naiads.",0,1
"naiads;]",0,1
"nakedness.",0,1
"name--why",0,1
"name?""",0,1
"named,""",0,1
"namely,",0,1
"nation:",0,1
"naturedly",0,1
"naubolus,",0,1
"naughtiness",0,1
"nausicaa",0,10
"nausicaa's",0,1
"nausicaa.",0,2
"nausicaa?",0,1
"nausithous",0,3
"nausithous,",0,2
"nauteus,",0,1
"navigating",0,1
"neaera.",0,1
"near.""",0,1
"nearer",0,1
"nearing",0,2
"neat",0,1
"necessary.",0,1
"necessary;",0,1
"necklace",0,2
"necos,",0,1
"nectar,",0,1
"needlewoman--no",0,1
"needlework",0,3
"needlework.",0,3
"negative.",0,1
"neighbor,",0,1
"neighbour,",0,3
"neighbourhood",0,1
"neighbourhood,",0,1
"neighbourhood.",0,1
"neighbours",0,3
"neighbours.",0,1
"neighbours;",0,1
"neleus,""",0,1
"neleus.",0,3
"neoptolemus,",0,1
"neoptolemus;",0,1
"neptune.'",0,1
"neptune;",0,2
"nericum,",0,1
"neritum,",0,3
"neritum.",0,1
"neritum.""",0,1
"neritus,",0,1
"nervous;",0,1
"nest,",0,2
"nestor.",0,1
"nestor;",0,1
"nestor?",0,1
"nests--owls,",0,1
"netted",0,1
"nevertheless",0,17
"nevertheless,",0,19
"new,",0,1
"new;",0,1
"newly",0,1
"news,",0,2
"next.",0,1
"niggardly",0,2
"nightfall,",0,1
"nightingale,",0,1
"nimblest",0,1
"nimbly",0,1
"nipple",0,1
"nisus",0,1
"nisus,",0,2
"no-good",0,1
"no-one",0,1
"no;",0,3
"nobleman.",0,1
"nobly.",0,1
"noemon,",0,1
"noised",0,1
"noiselessly",0,1
"noman",0,4
"noman's",0,1
"noman;",0,1
"non-appearance",0,1
"nonsense,",0,1
"noose",0,2
"nooses",0,1
"normal",0,1
"normal.",0,1
"north,""",0,1
"noses",0,1
"nosti,",0,1
"nostrils.",0,1
"nostrils;",0,1
"not,""",0,2
"not,'",0,1
"not;",0,3
"not]",0,1
"notch",0,1
"note)",0,1
"nothing,'",0,1
"nothing.'",0,1
"nothing;",0,2
"notice.",0,1
"noticeable",0,1
"notices",0,1
"notorious",0,1
"notoriously",0,1
"now,'",0,1
"now--may",0,1
"now.",0,7
"now.""",0,2
"now;",0,3
"nudged",0,1
"number;",0,1
"numberless",0,2
"nurse""",0,1
"nurse,",0,2
"nurse,""",0,5
"nurse.",0,1
"nurses",0,1
"nymphs,",0,6
"nymphs,""",0,1
"oak-shoots",0,1
"oaken",0,1
"oar,",0,2
"oars;",0,2
"oarsmen",0,2
"oath.",0,1
"oats",0,2
"obeyed",0,3
"object?",0,1
"oblong",0,1
"obstacle",0,1
"occasion--you",0,1
"occasions;",0,1
"occupies",0,2
"occurred",0,1
"ocean.",0,1
"ocean.""",0,1
"oceanus,",0,9
"oceanus--for",0,1
"oceanus.",0,2
"october",0,1
"ocyalus,",0,1
"odds.",0,1
"odyssean",0,16
"odyssean,",0,1
"odyssey""",0,7
"odyssey"",",0,5
"odyssey"".",0,1
"odyssey,""",0,1
"oechalian--men",0,1
"oedipodes",0,1
"oenops",0,1
"of.",0,3
"of.""",0,2
"of;",0,3
"off""",0,1
"off.""",0,2
"off.'",0,1
"off;",0,1
"offer.",0,1
"offer;",0,1
"offered",0,21
"offering,",0,1
"offering.",0,1
"offering;",0,1
"offerings.",0,2
"offspring--and",0,1
"often?",0,1
"ogre",0,1
"ogygian",0,6
"ogygian.'",0,1
"oicleus",0,1
"oicleus,",0,1
"oil",0,3
"oil.",0,3
"oil;",0,1
"ointments",0,1
"ointments.",0,1
"older.",0,1
"olive",0,12
"olive-wood",0,1
"olives",0,1
"olives,",0,1
"olympian!",0,1
"olympus;",0,1
"omen;",0,1
"on--which",0,1
"on.""",0,1
"once,""",0,1
"once--for",0,1
"once.",0,14
"once.'",0,1
"once?",0,1
"one)",0,1
"one--even",0,1
"one--is",0,1
"one--not",0,1
"one--on",0,1
"one--the",0,1
"one.""",0,5
"one.'",0,2
"one?",0,1
"ones",0,4
"ones.",0,2
"ones.""",0,1
"ones.'",0,1
"onion,",0,1
"only--that",0,1
"only.",0,1
"only;",0,1
"only?'",0,1
"onward.",0,2
"onwards",0,2
"onwards.""",0,1
"open.",0,2
"openly",0,3
"openly,",0,2
"opinion.",0,2
"ops",0,1
"ops,",0,1
"oracle.",0,1
"orator",0,1
"orchard,",0,1
"ordained",0,2
"ordained,",0,1
"ordained.",0,1
"orderly",0,1
"orderly,",0,2
"orders.",0,2
"orders;",0,1
"orestes.",0,1
"orestes;",0,1
"orestes?",0,1
"orion",0,2
"orion,",0,2
"ormenus,",0,1
"ornament.",0,1
"ornament;",0,1
"orphans.",0,1
"orsi",0,1
"ortilochus",0,1
"ortilochus,",0,2
"ortygia",0,1
"ortygia,",0,2
"ortygia.",0,1
"ossa",0,1
"ossa,",0,1
"other.'",0,1
"others.""",0,2
"ourselves.",0,2
"ourselves;",0,1
"oust",0,1
"out.""",0,2
"out?",0,1
"outbuildings",0,1
"outcry",0,1
"outdoor",0,1
"outer",0,37
"outlaw.",0,1
"outlines",0,2
"outlive",0,1
"outraged",0,1
"outrageous",0,1
"outright",0,2
"outright,",0,2
"outright.""",0,1
"outshine",0,1
"outside,",0,6
"outside.",0,2
"outside.""",0,1
"outside;",0,1
"over-flowing",0,1
"over-run",0,1
"over-saturation",0,1
"over.""",0,2
"over;",0,3
"overarching",0,2
"overcome",0,4
"overflow",0,2
"overhanging",0,3
"overhear",0,1
"overheard",0,3
"overlap",0,1
"overpowered",0,2
"overran",0,1
"overrated.",0,1
"overshadowed",0,1
"overtake",0,1
"overtake.",0,1
"overturned,",0,1
"overwhelmed",0,1
"own--a",0,1
"owned",0,1
"owners,",0,1
"ox's",0,2
"ox-hide",0,1
"ox-thong",0,1
"oxen.",0,1
"oxen;",0,1
"oxhide",0,2
"p.108.",0,1
"p.136-138.",0,1
"p.148.",0,1
"p.236,",0,1
"p.277)",0,1
"p.80.",0,1
"p260.",0,1
"pacified,",0,1
"pacify",0,1
"pack",0,3
"packed",0,3
"packing",0,1
"padua",0,1
"padua,",0,1
"paeeon.",0,1
"page,",0,2
"page.",0,3
"paid?",0,1
"pained",0,2
"painless",0,2
"painlessly",0,1
"palisade",0,1
"pall",0,3
"pall.'",0,3
"pandareus",0,1
"pandareus,",0,1
"pandareus.",0,1
"panic-stricken",0,1
"panopeus",0,1
"pantano.",0,1
"pantellaria.",0,1
"pantellaria;",0,1
"paphos,",0,1
"parents.",0,1
"parents.""",0,2
"parents;",0,1
"parents?",0,1
"parnassus,",0,1
"parnassus.",0,2
"partaken",0,1
"parted,",0,2
"parties.",0,1
"parts.'",0,1
"pass,""",0,1
"pass.""",0,1
"passages,",0,1
"passed,",0,3
"passenger",0,2
"passer",0,1
"paste",0,1
"pat",0,1
"patched",0,1
"path.",0,2
"pathos.",0,1
"patiently",0,2
"patroclus--which",0,1
"paunch,",0,1
"paunches",0,1
"pause.",0,1
"paved",0,2
"pay.",0,1
"paying,",0,1
"peacefully,",0,1
"peacefulness",0,1
"peak",0,1
"pear",0,3
"pear,",0,2
"peasants.",0,1
"pedestals,",0,1
"peer",0,3
"peering",0,1
"peg",0,5
"peirithous",0,1
"peirithous;",0,1
"pelasgi.",0,1
"peleponnese",0,1
"peleus,""",0,1
"peleus--does",0,1
"peleus.",0,1
"pelias",0,2
"pelion",0,1
"peloponnese,",0,2
"pelt",0,1
"penelope",0,66
"penelope's",0,4
"penelope,",0,29
"penelope,""",0,2
"penelope--euryclea",0,1
"penelope.",0,7
"penelope:",0,1
"penelope;",0,3
"penned.",0,1
"pens",0,2
"pens;",0,1
"people--brooding",0,1
"people--gadding",0,1
"people.",0,17
"people;",0,3
"people?",0,1
"peopled,",0,1
"peoples",0,3
"peoples.",0,1
"perceive,",0,1
"perching",0,1
"perfection.",0,1
"perfidy",0,1
"perforce",0,1
"periboea",0,1
"periboea,",0,1
"periclymenus,",0,1
"perimedes",0,2
"periplus",0,1
"perish.",0,1
"perished,",0,4
"perjurer",0,1
"permanently",0,1
"pero,",0,1
"perplexing.",0,1
"perse,",0,1
"persecuted",0,1
"persistent",0,1
"person--for",0,1
"person.",0,7
"person.""",0,2
"personal,",0,1
"pester",0,2
"pestering",0,2
"phaeacian",0,10
"phaeacians",0,31
"phaeacians,",0,16
"phaeacians--a",0,1
"phaeacians.",0,5
"phaeacians.""",0,1
"phaeacians;",0,1
"phaeacians?",0,1
"phaedimus",0,1
"phaedimus,",0,1
"phaedra,",0,1
"phaethon",0,1
"phaethusa",0,1
"phantom,",0,1
"pharos--it",0,1
"phase",0,1
"pheae",0,1
"pheidon",0,3
"pheidon.",0,1
"pherae,",0,1
"pherae.",0,1
"pheres,",0,1
"philoctetes.",0,1
"philoetius",0,8
"philoetius,",0,6
"philomeleides",0,2
"phoca)",0,1
"phocaean",0,2
"phoenicia",0,2
"phoenicia,",0,1
"phoenician",0,3
"phoenician,",0,1
"phoenicians",0,2
"phoenicians,",0,1
"phorcys;",0,1
"photo",0,1
"phronius",0,1
